lambda,n,mean_best_val_acc_percent,mean_test_acc_percent,std_test_acc_percent,mean_test_firing_rate_output,mean_test_entropy_output,mean_test_no_output_spike_fraction
0.0,3,74.10130718954248,58.51001178909387,2.8096641154549844,0.06543843731617618,0.23938931261482171,0.0
0.0003,3,74.91830073150933,59.849823339106194,2.7555607759736787,0.06653279148138735,0.24358851363437053,0.0
0.001,3,73.4068628230126,56.08068316367546,2.5665293649260508,0.07106501400663799,0.25462377427674576,0.0
0.003,3,74.14215705753152,59.643698510910234,2.212158304080785,0.07041887621295466,0.2530964083785303,0.0
