setting,setting_label,n,mean_test_acc_percent,std_test_acc_percent,min_test_acc_percent,max_test_acc_percent,seed_test_acc_percent
lif_mlp_noim,Non-spiking membrane,5,38.46289753176719,2.9913948761850104,34.89399293286219,42.181978809117425,42.1820;34.8940;40.1060;39.1343;35.9982
spiking_count,Spiking output count,5,59.38162545643931,2.392427740086794,56.05123675964746,61.572438162544174,56.0512;57.9064;61.5724;61.5283;59.8498
spiking_count_im,Spiking output count + IM,5,57.738515907378584,3.01348771943446,53.754416961130744,61.35159011653792,58.8339;53.7544;55.6537;59.0989;61.3516
