lambda,n,mean_best_val_acc_percent,mean_test_acc_percent,std_test_acc_percent,mean_test_firing_rate_output,mean_test_entropy_output,mean_test_no_output_spike_fraction
0.0,3,84.63541666666667,81.640625,2.34375,0.014557291831200322,0.07557052125533421,0.0
0.0001,3,83.984375,81.38020833333333,0.8131507810414581,0.014545573154464364,0.07541162241250277,0.0
0.0003,3,84.50520833333333,82.29166666666667,2.658929408419549,0.013718750405435761,0.07205222857495149,0.0
0.001,3,82.55208333333333,80.078125,2.7063293868263707,0.014966145856305957,0.07697090599685907,0.0
0.003,3,80.98958333333333,77.34375,3.471950944263902,0.016319011027614277,0.08299035020172596,0.0
0.01,3,76.43229166666667,77.21354166666667,2.255274489021976,0.0188619801774621,0.09320767844716708,0.0
